channel_id,call_sign,clean_name,original_name,city_state,city,state,station_num,unique_station_num,gracenote_id,station_id,logo_color,logo_white,Status
PBS_WMPN,WMPN,PBS MS Jackson (WMPN) [29.1],mpb,"Jackson, MS",Jackson,MS,29.1,380291,19602,5598653f-dc4d-4911-9d99-260b3453f6a1,https://image.pbs.org/stations/wmpn-color-single-brand-logo-r01V5ut.png,https://image.pbs.org/stations/wmpn-white-single-brand-logo-eqlMNok.png,Good
PBS_KUSM,KUSM,PBS MT Bozeman (KUSM) [9.1],Montana PBS,"Bozeman, MT",Bozeman,MT,9.1,390091,43025,e588e03b-d9c4-4988-aba1-94a3b98e88c2,https://image.pbs.org/stations/kusm-color-cobranded-logo-39WLnn8.png,https://image.pbs.org/stations/kusm-white-cobranded-logo-NwVWhG8.png,Good
PBS_WUNC,WUNC,PBS NC Chapel Hill (WUNC) [4.1],PBS North Carolina,"Chapel Hill, NC",Chapel Hill,NC,4.1,400421,44712,fa2384b8-9593-4d58-a129-4deb3a1f764a,https://image.pbs.org/stations/wunc-color-cobranded-logo-rDOxVbV.png,https://image.pbs.org/stations/wunc-white-cobranded-logo-dblFsVz.png,Good
PBS_WTVI,WTVI,PBS NC Charlotte (WTVI) [42.1],PBS Charlotte,"Charlotte, NC",Charlotte,NC,42.1,400041,30293,b44fd824-0168-46e3-bcb8-6322cf4c1e11,https://image.pbs.org/stations/wtvi-color-cobranded-logo-K8AIvnk.png,https://image.pbs.org/stations/wtvi-white-cobranded-logo-GGM9EeH.png,Good
PBS_KFME,KFME,PBS ND Fargo (KFME) [13.1],Prairie Public,"Fargo, ND",Fargo,ND,13.1,410131,45475,59cb0666-d4b9-49a8-9738-e84f5e9392f7,https://image.pbs.org/stations/kfme-color-single-brand-logo-squYAFY.png,https://image.pbs.org/stations/kfme-white-single-brand-logo-K8vYH6x.png,Good
PBS_KUON,KUON,PBS NE Lincoln (KUON) [12.1],Nebraska Public Media,"Lincoln, NE",Lincoln,NE,12.1,420121,33812,b107784d-680c-48d5-8d48-ccb870cbb9dc,https://image.pbs.org/stations/kuon-color-single-brand-logo-XlBmNqx.png,https://image.pbs.org/stations/kuon-white-single-brand-logo-IAyqbpV.png,Good
PBS_WENH,WENH,PBS NH Durham (WENH) [11.1],New Hampshire PBS,"Durham, NH",Durham,NH,11.1,430111,25002,5be2a7e3-fc57-471e-80ff-c5ea79229078,https://image.pbs.org/stations/wenh-color-cobranded-logo-I1seXpP.png,https://image.pbs.org/stations/wenh-white-cobranded-logo-r6bEg5D.png,Good
PBS_WNJT,WNJT,PBS NJ Trenton (WNJT) [23.1],NJ PBS,"Trenton, NJ",Trenton,NJ,23.1,440231,21652,63b643e1-1a13-4dd9-9bab-ff6f7527715f,https://image.pbs.org/stations/wnjt-color-cobranded-logo-3RDiOdA.png,https://image.pbs.org/stations/wnjt-white-cobranded-logo-ZNODI9M.png,Good
PBS_KNME,KNME,PBS NM Albuquerque (KNME) [5.1],"New Mexico PBS, KNME-TV","Albuquerque, NM",Albuquerque,NM,5.1,450051,29021,97ba98c8-6deb-47b8-9809-2d1f3cc299bf,https://image.pbs.org/stations/knme-color-cobranded-logo-6ajvWyC.png,https://image.pbs.org/stations/knme-white-cobranded-logo-sCCQvum.png,Good
PBS_KRWG,KRWG,PBS NM Las Cruces (KRWG) [22.1],KRWG Public Media,"Las Cruces, NM",Las Cruces,NM,22.1,450221,42519,fe731d89-e3b5-4a29-b4cc-6118c163a83d,https://image.pbs.org/stations/krwg-color-single-brand-logo-KijmkV0.png,https://image.pbs.org/stations/krwg-white-single-brand-logo-nFVCFzk.png,Good
PBS_KENW,KENW,PBS NM Portales (KENW) [3.2],KENW-TV3,"Portales, NM",Portales,NM,3.2,450032,34439,90a9e431-b5ac-4de4-868f-1f9dbfe8b101,https://image.pbs.org/stations/kenw-color-cobranded-logo-xMkCftu.png,https://image.pbs.org/stations/kenw-white-cobranded-logo-zfWh8zr.png,Good
PBS_KLVX,KLVX,PBS NV Las Vegas (KLVX) [10.1],Vegas PBS,"Las Vegas, NV",Las Vegas,NV,10.1,460101,30461,ca45083b-e314-4063-bd2e-0d614f01ea43,https://image.pbs.org/stations/klvx-color-cobranded-logo-xVjR7SI.png,https://image.pbs.org/stations/klvx-white-cobranded-logo-o6OTyyH.png,Good
PBS_KNPB,KNPB,PBS NV Reno (KNPB) [5.1],PBS Reno,"Reno, NV",Reno,NV,5.1,460051,24934,6a6a875e-4af4-4e1e-8502-422071b9cdac,https://image.pbs.org/stations/knpb-color-cobranded-logo-Y7ubSS4.png,https://image.pbs.org/stations/knpb-white-cobranded-logo-0euT8fO.png,Good
PBS_WSKG,WSKG,PBS NY Binghampton (WSKG) [46.1],WSKG Public Media,"Binghampton, NY",Binghampton,NY,46.1,470171,42767,2d4742f8-8053-4ea5-8aab-1494fd1822c5,https://image.pbs.org/stations/wskg-color-cobranded-logo-fnDQwYg.png,https://image.pbs.org/stations/wskg-white-cobranded-logo-grYckEP.png,Good
PBS_WNED,WNED,PBS NY Buffalo (WNED) [17.1],BTPM PBS,"Buffalo, NY",Buffalo,NY,17.1,470461,34915,7e1c137a-9e83-4416-8b5a-b81042382e91,https://image.pbs.org/stations/wned-color-cobranded-logo-6KBsBya.png,https://image.pbs.org/stations/wned-white-cobranded-logo-ooNHozi.png,Good
PBS_WLIW,WLIW,PBS NY Garden City (WLIW) [21.1],WLIW21,"Garden City, NY",Garden City,NY,21.1,470211,34325,a58c2765-7e77-4114-9668-75920022c6bc,https://image.pbs.org/stations/wliw-color-cobranded-logo-I3cfnYz.png,https://image.pbs.org/stations/wliw-white-cobranded-logo-8IAb32f.png,Good
PBS_WNET,WNET,PBS NY New York City (WNET) [13.1],THIRTEEN PBS,"New York City, NY",New York City,NY,13.1,470171,26182,80f93f7f-9742-47b8-aa58-0c0ceb866d9f,https://image.pbs.org/stations/wnet-color-cobranded-logo-GXznsKF.png,https://image.pbs.org/stations/wnet-white-cobranded-logo-6JreKyp.png,Good
PBS_WCFE,WCFE,PBS NY Plattsburgh (WCFE) [57.1],Mountain Lake PBS,"Plattsburgh, NY",Plattsburgh,NY,57.1,470131,44368,bf21732a-f52f-46ca-bbb6-4ae9663a94bf,https://image.pbs.org/stations/wcfe-color-cobranded-logo-q9QJoDW.png,https://image.pbs.org/stations/wcfe-white-cobranded-logo-SGSQWNT.png,Good
PBS_WXXI,WXXI,PBS NY Rochester (WXXI) [21.1],WXXI Public Broadcasting,"Rochester, NY",Rochester,NY,21.1,471571,34355,d518ca7e-a094-4362-832b-ae1d426d3729,https://image.pbs.org/stations/wxxi-color-single-brand-logo-kLYPr3a.png,https://image.pbs.org/stations/wxxi-white-single-brand-logo-GeAjVmv.png,Good
PBS_WCNY,WCNY,PBS NY Syracuse (WCNY) [24.1],WCNY Connected,"Syracuse, NY",Syracuse,NY,24.1,470211,32074,93eee638-f89d-42d3-83b2-c31b1082424a,https://image.pbs.org/stations/wcny-color-cobranded-logo-phmt23z.png,https://image.pbs.org/stations/wcny-white-cobranded-logo-VTYRecY.png,Good
PBS_WMHT,WMHT,PBS NY Troy (WMHT) [17.1],WMHT,"Troy, NY",Troy,NY,17.1,471241,32464,0777611a-56f1-4668-8094-932ae7498998,https://image.pbs.org/stations/wmht-color-single-brand-logo-bnC6jYD.png,https://image.pbs.org/stations/wmht-white-single-brand-logo-DWGFROU.png,Good
PBS_WPBS,WPBS,PBS NY Watertown (WPBS) [16.1],WPBS,"Watertown, NY",Watertown,NY,16.1,470161,49808,c17cb584-9efe-46fc-ac91-3fb453714069,https://image.pbs.org/stations/wpbs-color-cobranded-logo-TrmdjC5.png,https://image.pbs.org/stations/wpbs-white-cobranded-logo-D6ieoCa.png,Good
PBS_WOUB,WOUB,PBS OH Athens (WOUB) [20.1],WOUB/WOUC,"Athens, OH",Athens,OH,20.1,480201,25001,4dc91f2b-0076-46d9-ba82-0c9130cde12c,https://image.pbs.org/stations/woub-color-cobranded-logo-dAsNoih.png,https://image.pbs.org/stations/woub-white-cobranded-logo-Tm8RKZx.png,Good
PBS_WBGU,WBGU,PBS OH Bowling Green (WBGU) [27.1],WBGU-TV,"Bowling Green, OH",Bowling Green,OH,27.1,480271,35058,95a51146-e569-4607-b48c-6eec67749c2e,https://image.pbs.org/stations/wbgu-color-cobranded-logo-2cXHrgS.png,https://image.pbs.org/stations/wbgu-white-cobranded-logo-NN9dYfn.png,Good
PBS_WCET,WCET,PBS OH Cincinnati (WCET) [48.1],CET,"Cincinnati, OH",Cincinnati,OH,48.1,480481,33147,c9f75fe6-8da0-4bcb-a085-531edb49ca89,https://image.pbs.org/stations/wcet-color-single-brand-logo-GoZ0QDe.png,https://image.pbs.org/stations/wcet-white-single-brand-logo-lBLc41S.png,Good
PBS_WVIZ,WVIZ,PBS OH Cleveland (WVIZ) [25.1],Ideastream,"Cleveland, OH",Cleveland,OH,25.1,480251,44366,58a3da14-85c6-4760-807e-9ec6807d89c4,https://image.pbs.org/stations/wviz-color-cobranded-logo-Di0tIvT.png,https://image.pbs.org/stations/wviz-white-cobranded-logo-lsIhKZ2.png,Good
PBS_WOSU,WOSU,PBS OH Columbus (WOSU) [34.1],WOSU TV,"Columbus, OH",Columbus,OH,34.1,480341,35891,ba216f45-d78e-41cf-a23e-2026f3c99a5a,https://image.pbs.org/stations/wosu-color-cobranded-logo-Mwaqe5i.png,https://image.pbs.org/stations/wosu-white-cobranded-logo-aA7O3Ln.png,Good
PBS_WPTD,WPTD,PBS OH Dayton (WPTD) [16.1],ThinkTVNetwork,"Dayton, OH",Dayton,OH,16.1,480161,33540,7bad8720-1c01-4189-ad48-4b203e571b94,https://image.pbs.org/stations/wptd-color-single-brand-logo-DKvKyVf.png,https://image.pbs.org/stations/wptd-white-single-brand-logo-wLrO4zS.png,Good
PBS_WNEO,WNEO,PBS OH Kent (WNEO) [45.1],PBS Western Reserve,"Kent, OH",Kent,OH,45.1,480451,35489,dee8be27-fb3f-4369-a20d-6b36755b71ac,https://image.pbs.org/stations/wneo-color-cobranded-logo-4vaSBCx.png,https://image.pbs.org/stations/wneo-white-cobranded-logo-8aXW2Gy.png,Good
PBS_WGTE,WGTE,PBS OH Toledo (WGTE) [30.1],WGTE Public Media,"Toledo, OH",Toledo,OH,30.1,480301,36205,2bff28d0-08be-43a9-9dc0-6d3584e278d6,https://image.pbs.org/stations/wgte-color-single-brand-logo-Q1Fhg2x.png,https://image.pbs.org/stations/wgte-white-single-brand-logo-PSz4spx.png,Good
PBS_KETA,KETA,PBS OK Oklahoma City (KETA) [13.1],Oklahoma Educational Television Authority,"Oklahoma City, OK",Oklahoma City,OK,13.1,490131,43184,edf8065c-f56a-42f7-a7aa-f5267eb9ffc9,https://image.pbs.org/stations/keta-color-single-brand-logo-jXYvEuY.png,https://image.pbs.org/stations/keta-white-single-brand-logo-geUi0j1.png,Good
PBS_KSYS,KSYS,PBS OR Medford (KSYS) [8.1],Southern Oregon PBS,"Medford, OR",Medford,OR,8.1,500081,42622,0ab83f3a-3210-4904-ac59-c3fc08fa24a9,https://image.pbs.org/stations/ksys-color-cobranded-logo-sJv2qEz.png,https://image.pbs.org/stations/ksys-white-cobranded-logo-ZF2TX4v.png,Good
PBS_KOPB,KOPB,PBS OR Portland (KOPB) [10.1],OPB,"Portland, OR",Portland,OR,10.1,500101,19609,908d1940-5074-4a1e-b111-169206513fef,https://image.pbs.org/stations/kopb-color-single-brand-logo-xPrb6oK.png,https://image.pbs.org/stations/kopb-white-single-brand-logo-NKtgQAT.png,Good
PBS_WLVT,WLVT,PBS PA Allentown (WLVT) [39.1],PBS39,"Allentown, PA",Allentown,PA,39.1,510391,24783,43e7850f-48a2-4e3e-b045-c880ea935fbd,https://image.pbs.org/stations/wlvt-color-single-brand-logo-yxa3feS.png,https://image.pbs.org/stations/wlvt-white-single-brand-logo-58jx1nk.png,Good
PBS_WQLN,WQLN,PBS PA Erie (WQLN) [54.1],WQLN,"Erie, PA",Erie,PA,54.1,510541,29145,06da2246-91c2-46a6-b78d-2b9f91bd0840,https://image.pbs.org/stations/wqln-color-single-brand-logo-riys76F.png,https://image.pbs.org/stations/wqln-white-single-brand-logo-uOxWDhq.png,Good
PBS_WITF,WITF,PBS PA Harrisburg (WITF) [33.1],WITF,"Harrisburg, PA",Harrisburg,PA,33.1,510331,19610,6b45b1e5-671e-439a-8673-ad21a5e56f32,https://image.pbs.org/stations/witf-color-cobranded-logo-bUWb4nH.png,https://image.pbs.org/stations/witf-white-cobranded-logo-qTfMAMO.png,Good
PBS_WHYY,WHYY,PBS PA Philadelphia (WHYY) [12.1],WHYY,"Philadelphia, PA",Philadelphia,PA,12.1,510121,24114,6e441aa1-51ab-4ecd-a1dc-bc99da43c3ed,https://image.pbs.org/stations/whyy-color-cobranded-logo-0kQDUFJ.png,https://image.pbs.org/stations/whyy-white-cobranded-logo-5EzIc7A.png,Good
PBS_WQED,WQED,PBS PA Pittsburgh (WQED) [13.1],WQED Multimedia,"Pittsburgh, PA",Pittsburgh,PA,13.1,510131,51809,9f860866-5985-487e-8191-0a2c49d5d6bb,https://image.pbs.org/stations/wqed-color-single-brand-logo-JGjB8Vg.png,https://image.pbs.org/stations/wqed-white-single-brand-logo-JdTlVtI.png,Good
PBS_WVIA,WVIA,PBS PA Scranton (WVIA) [44.1],WVIA Public Media,"Scranton, PA",Scranton,PA,44.1,510441,25152,951e97d7-7c2c-45c0-abff-261c852fcb7d,https://image.pbs.org/stations/wvia-color-cobranded-logo-rrFa2LP.png,https://image.pbs.org/stations/wvia-white-cobranded-logo-UgTkoml.png,Good
PBS_WPSU,WPSU,PBS PA University Park (WPSU) [3.1],WPSU,"University Park, PA",University Park,PA,3.1,510031,45799,dfef8386-9db4-41b2-97ab-82cdce4a19be,https://image.pbs.org/stations/wpsu-color-cobranded-logo-htGvj41.png,https://image.pbs.org/stations/wpsu-white-cobranded-logo-y2cMej3.png,Good
PBS_WMTJ,WMTJ,PBS PR Fajardo (WMTJ) [40.1],Sistema TV,"Fajardo, PR",Fajardo,PR,40.1,520061,63792,b1464952-9a9b-41d2-9135-02e86eff47a6,https://image.pbs.org/stations/wmtj-color-single-brand-logo-HIjZwwu.png,https://image.pbs.org/stations/wmtj-white-single-brand-logo-OnIfKH7.png,Good
PBS_WIPR,WIPR,PBS PR San Juan (WIPR) [6.1],WIPR,"San Juan, PR",San Juan,PR,6.1,520401,63811,85f7be38-0779-449e-813b-001d4cbff8e0,https://image.pbs.org/stations/wipr-white-single-brand-logo-C8oNdqx.png,https://image.pbs.org/stations/wipr-white-single-brand-logo-C8oNdqx.png,Broken
PBS_WSBE,WSBE,PBS RI Providence (WSBE) [36.1],Rhode Island PBS,"Providence, RI",Providence,RI,36.1,530361,52389,e17b0ab2-e59c-4281-81d3-0aba4db16dc9,https://image.pbs.org/stations/wsbe-color-single-brand-logo-oTm7xGd.png,https://image.pbs.org/stations/wsbe-white-single-brand-logo-4a7AOCR.png,Good
PBS_WRLK,WRLK,PBS SC Columbia (WRLK) [35.1],SCETV,"Columbia, SC",Columbia,SC,35.1,540351,21896,50ac3de0-09e0-43db-8bb6-d83826fd637c,https://image.pbs.org/stations/wrlk-color-single-brand-logo-AJhI6Sj.png,https://image.pbs.org/stations/wrlk-white-single-brand-logo-UeURhjO.png,Good
PBS_KUSD,KUSD,PBS SD Vermillion (KUSD) [2.1],SDPB,"Vermillion, SD",Vermillion,SD,2.1,550021,44246,1a8001d3-46cc-420b-8161-fd19578f8675,https://image.pbs.org/stations/kusd-color-single-brand-logo-vQJiI7c.png,https://image.pbs.org/stations/kusd-white-single-brand-logo-Z1JP42I.png,Good
PBS_WTCI,WTCI,PBS TN Chattanooga (WTCI) [45.1],WTCI,"Chattanooga, TN",Chattanooga,TN,45.1,560451,35824,50833393-c4b6-4c79-9d6d-24a7e30dc19e,https://image.pbs.org/stations/wtci-color-cobranded-logo-JoMIHXF.png,https://image.pbs.org/stations/wtci-white-cobranded-logo-udZMTsE.png,Good
PBS_WCTE,WCTE,PBS TN Cookeville (WCTE) [22.1],WCTE Central Tennessee PBS,"Cookeville, TN",Cookeville,TN,22.1,560221,44516,f551ddb2-28d0-45ba-a5e6-33daa55990f6,https://image.pbs.org/stations/wcte-color-single-brand-logo-p0cCp28.png,https://image.pbs.org/stations/wcte-white-single-brand-logo-v09swqx.png,Good
PBS_WETP,WETP,PBS TN Knoxville (WETP) [2.1],East Tennessee PBS,"Knoxville, TN",Knoxville,TN,2.1,560111,35562,c65964f8-23e4-4080-9bd0-7d8e66af698d,https://image.pbs.org/stations/wetp-color-cobranded-logo-JMeYFqi.png,https://image.pbs.org/stations/wetp-white-cobranded-logo-wM1CrLD.png,Good
PBS_WLJT,WLJT,PBS TN Lexington (WLJT) [11.1],West TN PBS,"Lexington, TN",Lexington,TN,11.1,560101,43419,0afd0cce-f52c-4e96-baac-f05ffdf9560c,https://image.pbs.org/stations/wljt-color-cobranded-logo-5llShX7.png,https://image.pbs.org/stations/wljt-white-cobranded-logo-WvH1fB8.png,Good
PBS_WKNO,WKNO,PBS TN Memphis (WKNO) [10.1],WKNO/Channel 10,"Memphis, TN",Memphis,TN,10.1,560021,44645,6b3ba9b1-843d-4c44-a8e3-fada6005f081,https://image.pbs.org/stations/wkno-color-single-brand-logo-oORgOjQ.png,https://image.pbs.org/stations/wkno-white-single-brand-logo-mh1kUlh.png,Good
PBS_WNPT,WNPT,PBS TN Nashville (WNPT) [8.1],Nashville PBS,"Nashville, TN",Nashville,TN,8.1,560081,42549,42559186-b19b-45b5-9861-078ec38bb981,https://image.pbs.org/stations/wnpt-color-cobranded-logo-MnkcP5l.png,https://image.pbs.org/stations/wnpt-white-cobranded-logo-gX4M66K.png,Good
PBS_KACV,KACV,PBS TX Amarillo (KACV) [2.1],Panhandle PBS,"Amarillo, TX",Amarillo,TX,2.1,580021,49769,838f7279-cacf-4561-bd33-ac9a4b1429e8,https://image.pbs.org/stations/kacv-color-cobranded-logo-9QRdiRS.png,https://image.pbs.org/stations/kacv-white-cobranded-logo-uC5eWFv.png,Good
PBS_KLRU,KLRU,PBS TX Austin (KLRU) [18.1],"Austin PBS, KLRU-TV","Austin, TX",Austin,TX,18.1,580181,35500,4afb5e16-16d0-4803-bc68-70b7816d6c7c,https://image.pbs.org/stations/klru-color-cobranded-logo-BWySPnV.png,https://image.pbs.org/stations/klru-white-cobranded-logo-VYW7NTQ.png,Good
PBS_KAMU,KAMU,PBS TX College Station (KAMU) [12.1],KAMU-TV/FM,"College Station, TX",College Station,TX,12.1,580121,34692,ef3867c9-4da7-4704-9855-10308b3afe4c,https://image.pbs.org/stations/kamu-color-cobranded-logo-HdqHnfu.png,https://image.pbs.org/stations/kamu-white-cobranded-logo-UvHHIA6.png,Good
PBS_KEDT,KEDT,PBS TX Corpus Christi (KEDT) [16.1],KEDT/Channel 16,"Corpus Christi, TX",Corpus Christi,TX,16.1,580161,36065,0388c35d-d833-4259-9cfb-6af2d269a470,https://image.pbs.org/stations/kedt-color-single-brand-logo-N1NeaSt.png,https://image.pbs.org/stations/kedt-white-single-brand-logo-yQ7cP1c.png,Good
PBS_KERA,KERA,PBS TX Dallas (KERA) [13.1],KERA,"Dallas, TX",Dallas,TX,13.1,580131,20372,b3291387-78a4-41e1-beb0-da2f61a96a3e,https://image.pbs.org/stations/kera-color-single-brand-logo-Vorsfue.png,https://image.pbs.org/stations/kera-white-single-brand-logo-CjtUTVt.png,Good
PBS_KCOS,KCOS,PBS TX El Paso (KCOS) [13.1],PBS El Paso,"El Paso, TX",El Paso,TX,13.1,581131,43992,7580dff9-9bd6-4732-8273-eaa5a1deba1f,https://image.pbs.org/stations/kcos-color-cobranded-logo-mT9VNEf.png,https://image.pbs.org/stations/kcos-white-cobranded-logo-D7HJs1r.png,Good
PBS_KUHT,KUHT,PBS TX Houston (KUHT) [8.1],Houston Public Media TV 8,"Houston, TX",Houston,TX,8.1,581081,26193,a0c19534-b8cd-4d9f-8856-442a473c4aff,https://image.pbs.org/stations/kuht-color-cobranded-logo-14uuVsD.png,https://image.pbs.org/stations/kuht-white-cobranded-logo-o5zxIEX.png,Good
PBS_KTTZ,KTTZ,PBS TX Lubbock (KTTZ) [5.1],KTTZ,"Lubbock, TX",Lubbock,TX,5.1,580051,43521,5d26e51d-d6bf-4044-aeb4-0082f0ba86d9,https://image.pbs.org/stations/kttz-color-cobranded-logo-wjlVaMg.png,https://image.pbs.org/stations/kttz-white-cobranded-logo-ejkYz1v.png,Good
PBS_KPBT,KPBT,PBS TX Midland (KPBT) [36.1],Basin PBS,"Midland, TX",Midland,TX,36.1,580361,43714,d6f648b1-b823-43e5-9389-70e51e30cbf3,https://image.pbs.org/stations/kpbt-color-cobranded-logo-5U7PbCB.png,https://image.pbs.org/stations/kpbt-white-cobranded-logo-MOyPDva.png,Good
PBS_KLRN,KLRN,PBS TX San Antonio (KLRN) [8.1],KLRN,"San Antonio, TX",San Antonio,TX,8.1,580081,33492,ee754c65-49eb-4f8b-a9be-6061442b0f49,https://image.pbs.org/stations/klrn-color-single-brand-logo-9XKiQz6.png,https://image.pbs.org/stations/klrn-white-single-brand-logo-Ib8nXse.png,Good
PBS_KUED,KUED,PBS UT Salt Lake City (KUED) [7.1],PBS Utah,"Salt Lake City, UT",Salt Lake City,UT,7.1,590071,28022,b0784447-7908-43f6-b188-9d6a30102ea3,https://image.pbs.org/stations/kued-color-cobranded-logo-lQKDiK1.png,https://image.pbs.org/stations/kued-white-cobranded-logo-PiqaEyX.png,Good
PBS_WETA,WETA,PBS VA Arlington (WETA) [26.1],WETA,"Arlington, VA",Arlington,VA,26.1,600261,19581,92d89794-5ff0-4fe6-a443-cc888104e021,https://image.pbs.org/stations/weta-color-cobranded-logo-tTSlzHE.png,https://image.pbs.org/stations/weta-white-cobranded-logo-6xDbLCA.png,Good
PBS_WHRO,WHRO,PBS VA Norfolk (WHRO) [15.1],WHRO,"Norfolk, VA",Norfolk,VA,15.1,600151,31777,47568125-b3c7-4f5f-8c35-d27027113102,https://image.pbs.org/stations/whro-color-single-brand-logo-cjvMiRb.png,https://image.pbs.org/stations/whro-white-single-brand-logo-HEU03xS.png,Good
PBS_WCVE,WCVE,PBS VA Richmond (WCVE) [23.1],VPM,"Richmond, VA",Richmond,VA,23.1,600231,43782,86532025-6a98-4ed7-87ef-cce5615bfcf0,https://image.pbs.org/stations/wcve-color-cobranded-logo-jEoG9w5.png,https://image.pbs.org/stations/wcve-white-cobranded-logo-5kqjZvI.png,Good
PBS_WBRA,WBRA,PBS VA Roanoke (WBRA) [15.1],Blue Ridge PBS,"Roanoke, VA",Roanoke,VA,15.1,601151,34698,8995ff93-ac9d-4ece-8fe3-ae355d05f380,https://image.pbs.org/stations/wbra-color-cobranded-logo-7iIKCK5.png,https://image.pbs.org/stations/wbra-white-cobranded-logo-A0yLuV4.png,Good
PBS_WTJX,WTJX,PBS VI Christiansted (WTJX) [12.1],WTJX Channel 12,"Christiansted, VI",Christiansted,VI,12.1,610121,49241,1df55a66-92a1-400f-9854-937a1fd7a5d9,https://image.pbs.org/stations/wtjx-color-cobranded-logo-xsYbAvR.png,https://image.pbs.org/stations/wtjx-white-cobranded-logo-AxbgMSE.png,Good
PBS_WETK,WETK,PBS VT Winooski (WETK) [33.1],Vermont Public,"Winooski, VT",Winooski,VT,33.1,620331,55052,3bef3c0b-a9c5-4585-ab56-29b462da5c7c,https://image.pbs.org/stations/wetk-color-single-brand-logo-f1F43CM.png,https://image.pbs.org/stations/wetk-white-single-brand-logo-geC3i3r.png,Good
PBS_KWSU,KWSU,PBS WA Pullman (KWSU) [10.1],Northwest Public Broadcasting,"Pullman, WA",Pullman,WA,10.1,630101,54477,3d095c51-58a0-452e-af6d-4812b79c3c04,https://image.pbs.org/stations/kwsu-color-single-brand-logo-BYTCXGb.png,https://image.pbs.org/stations/kwsu-white-single-brand-logo-Bw6fSXW.png,Good
PBS_KCTS,KCTS,PBS WA Seattle (KCTS) [9.1],Cascade PBS,"Seattle, WA",Seattle,WA,9.1,630091,19631,271a9ab7-e9ed-4fec-9fe9-e46c97a3f8f0,https://image.pbs.org/stations/kcts-color-cobranded-logo-lBlyOon.png,https://image.pbs.org/stations/kcts-white-cobranded-logo-IMT2lKo.png,Good
PBS_KSPS,KSPS,PBS WA Spokane (KSPS) [7.1],KSPS Public Television,"Spokane, WA",Spokane,WA,7.1,630071,34339,3c8c7461-f130-483a-9b6c-84dbae163c07,https://image.pbs.org/stations/ksps-color-cobranded-logo-dHfDNhc.png,https://image.pbs.org/stations/ksps-white-cobranded-logo-SvlHKQX.png,Good
PBS_KBTC,KBTC,PBS WA Tacoma (KBTC) [28.1],KBTC Public Television,"Tacoma, WA",Tacoma,WA,28.1,630281,34635,79a490c8-0603-4aa5-9126-81a947c47db0,https://image.pbs.org/stations/kbtc-color-cobranded-logo-UQTavrW.png,https://image.pbs.org/stations/kbtc-white-cobranded-logo-k6fmxzr.png,Good
PBS_WPNE,WPNE,PBS WI Madison (WPNE) [38.1],PBS Wisconsin,"Madison, WI",Madison,WI,38.1,640381,35645,a3a25e36-3ba3-40b4-990f-7460511f0127,https://image.pbs.org/stations/wpne-color-cobranded-logo-J5MrZBr.png,https://image.pbs.org/stations/wpne-white-cobranded-logo-2CeyCvd.png,Good
PBS_WMVS,WMVS,PBS WI Milwaukee (WMVS) [10.1],Milwaukee PBS,"Milwaukee, WI",Milwaukee,WI,10.1,640101,19633,27146fbb-5f51-4924-9e00-bb46e89e18a8,https://image.pbs.org/stations/wmvs-color-cobranded-logo-f5TXVFT.png,https://image.pbs.org/stations/wmvs-white-cobranded-logo-oM8pNNF.png,Good
PBS_WVPB,WVPB,PBS WV Charleston (WVPB) [33.1],West Virginia Public Broadcasting,"Charleston, WV",Charleston,WV,33.1,650331,30331,f36a8eaa-cc11-4e0d-a3c1-638b9ebd3023,https://image.pbs.org/stations/wvpb-color-single-brand-logo-IGwVvz9.png,https://image.pbs.org/stations/wvpb-white-single-brand-logo-dlPf8zc.png,Good
PBS_KCWC,KCWC,PBS WY Riverton (KCWC) [4.1],Wyoming PBS,"Riverton, WY",Riverton,WY,4.1,660041,33698,84b31db3-3cd6-442f-b87b-1ec11d54259d,https://image.pbs.org/stations/kcwc-color-cobranded-logo-R6oT2bE.png,https://image.pbs.org/stations/kcwc-white-cobranded-logo-j1C5dir.png,Good
